genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significance
AT3G23530,926.851669225597,1.23902136151767,0.241795998115287,5.12424263087642,2.98736093804445e-07,1.71571816113489e-05,Significantly upregulated
AT3G29810,323.051514706594,-1.03247458760788,0.20148603277846,-5.12429855990621,2.98647440952472e-07,1.71571816113489e-05,Significantly downregulated
AT5G14450,676.353029341306,1.42416806045873,0.277906012389778,5.12463925559574,2.9810795421198e-07,1.71571816113489e-05,Significantly upregulated
AT1G45010,224.959741773836,1.67202001308186,0.326401622201076,5.1225848750587,3.01375364494293e-07,1.72368620028784e-05,Significantly upregulated
AT1G54010,16116.615068564,1.67827712657081,0.327643467644092,5.12226640329012,3.01884966953482e-07,1.72368620028784e-05,Significantly upregulated
AT5G07650,66.2942675639973,-1.89525178163463,0.370026444853412,-5.12193603455949,3.02414485540731e-07,1.72368620028784e-05,Significantly downregulated
AT3G27400,162.351883473871,1.69131989328557,0.33040068575866,5.11899631625156,3.07165960666556e-07,1.74635841264606e-05,Significantly upregulated
AT3G06880,234.674543394523,1.82401930543558,0.356679721410463,5.11388564009927,3.1559846818397e-07,1.78979221743226e-05,Significantly upregulated
AT5G62230,151.101355447969,1.31934341553264,0.25803485044749,5.11304350262999,3.17009255564209e-07,1.793287194822e-05,Significantly upregulated
AT5G58860,40.9006445726806,-2.57377835931497,0.503671611656888,-5.11003260804837,3.2210321436638e-07,1.81754791286589e-05,Significantly downregulated
AT3G02730,248.89635982288,1.48441010579746,0.290612771567574,5.10786259595719,3.25823439067024e-07,1.83395532248923e-05,Significantly upregulated
AT1G65900,75.7139834764337,1.75224794242712,0.343441644310314,5.10202525365238,3.36037896947538e-07,1.87740380495121e-05,Significantly upregulated
AT5G04140,5421.54335901914,1.06854502639816,0.209420208883791,5.1023969085577,3.35378446956175e-07,1.87740380495121e-05,Significantly upregulated
AT5G07080,365.567387651036,-1.2971490049185,0.254200127758947,-5.10286527530215,3.3454917426991e-07,1.87740380495121e-05,Significantly downregulated
AT1G56650,31.7469961415535,2.795241496032,0.548023454090382,5.10058734743677,3.38601071150888e-07,1.88705303134486e-05,Significantly upregulated
AT3G10740,2785.954413037,-1.07991302248071,0.212052274746071,-5.0926736050056,3.53049187771347e-07,1.96272739339583e-05,Significantly downregulated
AT3G51820,1789.38392178275,1.17503735846806,0.230815959478139,5.09079771227584,3.5656026017859e-07,1.97737632247935e-05,Significantly upregulated
AT4G29270,2054.48996843341,1.08049758803196,0.212331886687424,5.08872032782608,3.60487786798469e-07,1.98938137795311e-05,Significantly upregulated
AT4G31870,137.542765126096,-1.52336123631528,0.299355239942605,-5.08880765410136,3.60321849312015e-07,1.98938137795311e-05,Significantly downregulated
AT3G20940,155.235822198121,-1.49784089102306,0.294398591066105,-5.08779911479511,3.62242775860073e-07,1.99419065705798e-05,Significantly downregulated
AT5G50760,491.50524960568,-1.19652154672454,0.235289882936583,-5.08530809651104,3.67029773516859e-07,2.01562749830876e-05,Significantly downregulated
AT5G45960,130.191016994884,1.51691207288917,0.298360007606432,5.08416689307144,3.6924316558869e-07,2.02286104138406e-05,Significantly upregulated
AT5G18130,505.249664689607,-1.07061475645821,0.210717204770044,-5.0808132047242,3.75822535832045e-07,2.05392020732811e-05,Significantly downregulated
AT1G07590,23270.5073209462,-1.45749029028801,0.28699526464699,-5.07844717257184,3.80532206193958e-07,2.07463585169175e-05,Significantly downregulated
AT5G15780,1140.81498015844,1.32817738962462,0.261597971282338,5.07717006792511,3.83097944353406e-07,2.08359125349415e-05,Significantly upregulated
AT4G20110,1704.85688311248,-1.19459530122508,0.235439858036684,-5.07388728139203,3.89769995124076e-07,2.11478330767921e-05,Significantly downregulated
AT1G26250,3044.85251218818,-1.472627150053,0.290440945458315,-5.07031523303023,3.97157322173814e-07,2.14455452602516e-05,Significantly downregulated
AT1G54740,148.06930297108,-1.1850431801834,0.233857969323412,-5.06736282544453,4.03364985752498e-07,2.16770264129039e-05,Significantly downregulated
AT1G61360,539.623836958111,-1.12412110442581,0.221874577058693,-5.06647097350157,4.05258513167155e-07,2.17014804340628e-05,Significantly downregulated
AT4G29905,1352.83568020022,-1.36611906822431,0.269656653728092,-5.06614262743853,4.05957795898589e-07,2.17014804340628e-05,Significantly downregulated
AT5G58350,822.575360354945,-1.14721638026765,0.226823667905376,-5.05774547630643,4.24242141325454e-07,2.25307514631925e-05,Significantly downregulated
AT3G55130,472.74972300116,1.09796701625739,0.217277438303423,5.05329510892016,4.34252129467092e-07,2.30082272633843e-05,Significantly upregulated
AT3G59100,386.089699034393,-1.03061174308328,0.203972879720837,-5.0526900659235,4.35630492766856e-07,2.30272034010321e-05,Significantly downregulated
AT3G17790,1648.80210448922,1.27197763956123,0.251985503479879,5.04782069601398,4.46878244414373e-07,2.3566562744572e-05,Significantly upregulated
AT2G01950,1345.10040442607,-1.23892332796115,0.245629770271811,-5.04386470170196,4.56221949471013e-07,2.40032298869702e-05,Significantly downregulated
AT5G55220,1840.08377182795,1.16445680436699,0.231057492624641,5.03968424109353,4.66300540868899e-07,2.43631238609998e-05,Significantly upregulated
AT3G52720,220.138103152682,1.72853186516528,0.343031868414132,5.03898332582463,4.68011251645743e-07,2.43960322422542e-05,Significantly upregulated
AT3G18080,2345.20515067539,1.12069328099599,0.222566924032435,5.0353092035934,4.77078110881192e-07,2.47586101129113e-05,Significantly upregulated
AT3G19390,713.364760482084,-1.03437088355472,0.205424862201951,-5.03527602485547,4.77160754911896e-07,2.47586101129113e-05,Significantly downregulated
AT2G31900,356.538155267717,-1.05004016175707,0.208862877945188,-5.02741402439466,4.97138252756997e-07,2.56771338740919e-05,Significantly downregulated
AT3G26610,192.249465702897,-1.70208200270327,0.338735241518599,-5.02481523644424,5.03917438901418e-07,2.59678550535249e-05,Significantly downregulated
AT5G55730,2479.72857713399,1.22129648803789,0.243334661866462,5.01899926081275,5.19413497125144e-07,2.67054260674525e-05,Significantly upregulated
AT1G23760,444.770482581811,-1.15194125291697,0.229541577374134,-5.01844269824547,5.20920260210309e-07,2.67220254391065e-05,Significantly downregulated
AT5G47050,793.488925803536,-1.01722672258126,0.202740817531604,-5.01737506519965,5.23822432936734e-07,2.68099685574037e-05,Significantly downregulated
AT2G32990,757.812745882413,1.42077917804506,0.283272690676713,5.01558824696777,5.28714499533725e-07,2.69991288890853e-05,Significantly upregulated
AT4G13130,171.369112291011,-1.29213922541518,0.257650291262177,-5.01508932547776,5.30088328016297e-07,2.70081798005775e-05,Significantly downregulated
AT4G31110,143.620364511712,-1.4941745388795,0.298430571879299,-5.00677437123909,5.53497438243756e-07,2.80741363564041e-05,Significantly downregulated
AT1G73260,2220.86166086391,-1.66352083164152,0.33236096134473,-5.00516313622072,5.58147410267988e-07,2.82465138949748e-05,Significantly downregulated
AT5G59940,91.9931587676077,-1.46985874725378,0.293958013986253,-5.00023362969966,5.72608865686178e-07,2.88490060433097e-05,Significantly downregulated
AT3G06730,530.10655847942,1.23476263827501,0.247328420983954,4.99240092732858,5.96333047758992e-07,2.99773568395728e-05,Significantly upregulated
AT4G05200,254.183914788091,-1.13280554731492,0.226997323272237,-4.99039165301679,6.02569917317824e-07,3.02235680084013e-05,Significantly downregulated
AT5G14940,88.4477754931959,-2.14559084611405,0.430358799794802,-4.98558609034387,6.17742648693592e-07,3.08474985036793e-05,Significantly downregulated
AT4G18290,155.315430149139,2.26585381969748,0.454537677644968,4.98496369198089,6.19734494567828e-07,3.08786474103542e-05,Significantly upregulated
AT4G11320,2813.0340329999,-1.87628211175753,0.376433963158296,-4.98435926454523,6.21674752435047e-07,3.09070943550913e-05,Significantly downregulated
AT1G68880,93.3284129975615,-2.14628041392567,0.430784673341568,-4.98225806706891,6.28465414002014e-07,3.11760282625043e-05,Significantly downregulated
AT3G61630,440.056969487322,-1.37150206252517,0.275522750207874,-4.97781784440818,6.43051298718852e-07,3.16906350728891e-05,Significantly downregulated
AT5G04160,438.372825855469,1.19395752912244,0.239837771652186,4.97818805143803,6.41822828369951e-07,3.16906350728891e-05,Significantly upregulated
AT1G66280,2662.03877108671,-1.13493794584548,0.228128089690766,-4.97500306684687,6.52466069150362e-07,3.20845569646902e-05,Significantly downregulated
AT5G50335,196.520461984601,1.56351746325805,0.314736018026916,4.96771063273837,6.77479544023068e-07,3.3242153887271e-05,Significantly upregulated
AT1G48660,485.315340869562,1.13168912895442,0.227961161894279,4.96439445890903,6.89157497670456e-07,3.37418088501516e-05,Significantly upregulated
AT1G29280,1059.22149250647,-1.15238611157681,0.232246612256623,-4.96190708824406,6.98043868111153e-07,3.40565140175684e-05,Significantly downregulated
AT5G66470,581.574709217514,1.05435374340701,0.212500204062013,4.96165991021505,6.98932942012833e-07,3.40565140175684e-05,Significantly upregulated
AT5G52790,284.576858804447,-1.79747120001217,0.362703938884539,-4.95575318409863,7.2050631684136e-07,3.49732216718846e-05,Significantly downregulated
AT1G18382,102.414876341459,-1.39642880255199,0.2818408470946,-4.95467146422277,7.24526019832391e-07,3.50928686558732e-05,Significantly downregulated
AT5G57480,557.198452887609,-1.01415867094705,0.204901960104467,-4.94948252535012,7.44110580487851e-07,3.5964282467219e-05,Significantly downregulated
AT3G52820,75.1514669298501,-1.62072528511444,0.327721950358677,-4.94542792553452,7.59767777381553e-07,3.66425609044424e-05,Significantly downregulated
AT5G51100,516.948475991756,1.07449486136829,0.2173699117545,4.94316279882301,7.68652441023968e-07,3.69920133184477e-05,Significantly upregulated
AT1G16130,168.434973427246,-1.09157135295374,0.221150472781974,-4.93587618973749,7.97917165386066e-07,3.83186985955934e-05,Significantly downregulated
AT1G45201,387.901173063447,1.58464067077542,0.321080527583271,4.93533719625664,8.00124003936205e-07,3.83430974370363e-05,Significantly upregulated
AT1G18390,469.48743297867,-1.14479771300621,0.232058303634052,-4.93323313614975,8.08795205099144e-07,3.86278674979422e-05,Significantly downregulated
AT1G55240,38.8701406254345,-3.10848748546142,0.630133002815794,-4.93306567275627,8.09489226287123e-07,3.86278674979422e-05,Significantly downregulated
AT2G46690,406.737217919369,-1.17910178958781,0.239059685539921,-4.93224855928673,8.12883838169452e-07,3.87080192221998e-05,Significantly downregulated
AT2G28900,558.008758588203,1.6340452064511,0.331710509522601,4.92611828549786,8.38792322389738e-07,3.98118093232655e-05,Significantly upregulated
AT4G24230,567.722635930065,-1.11821482569295,0.227325222297009,-4.91900904965119,8.69834484837601e-07,4.10121913333975e-05,Significantly downregulated
AT1G76410,351.379462899008,-1.67716119190909,0.341177925380818,-4.91579632544241,8.84222906317573e-07,4.14922977515467e-05,Significantly downregulated
AT3G48350,165.596514643857,1.17206700496738,0.238423260979694,4.91590879241941,8.83715366245396e-07,4.14922977515467e-05,Significantly upregulated
AT3G20960,360.426701638501,-1.23104122086538,0.250453794724875,-4.91524283837538,8.86724770752754e-07,4.1523370955727e-05,Significantly downregulated
AT2G44040,323.916887796107,1.16582866187732,0.237311193533344,4.9126576986075,8.98500629953004e-07,4.182101951687e-05,Significantly upregulated
AT3G61430,14239.8707834015,-1.26291876567978,0.25706445533011,-4.91284866302499,8.9762562071199e-07,4.182101951687e-05,Significantly downregulated
AT5G65040,260.284593870995,-1.21568676275304,0.247461626415201,-4.91262738535999,8.9863960239608e-07,4.182101951687e-05,Significantly downregulated
AT1G11790,254.982319910778,1.24221977630159,0.252989336727932,4.9101665404874,9.09990759780185e-07,4.22125991095604e-05,Significantly upregulated
AT5G15130,342.512279438243,-1.43752436000583,0.292775207293661,-4.90999348371719,9.10794194601741e-07,4.22125991095604e-05,Significantly downregulated
AT3G54400,2693.12236686102,1.62869869347866,0.331825973758025,4.90829176219445,9.18731086463015e-07,4.24062972444922e-05,Significantly upregulated
AT3G01420,7034.16828533572,-1.25062769820752,0.255061133508134,-4.90324684520245,9.42654045717541e-07,4.33332881179035e-05,Significantly downregulated
AT2G02820,1170.8123037936,-1.11650364669501,0.227906855128029,-4.8989471864188,9.63515363613494e-07,4.42022464880491e-05,Significantly downregulated
AT1G03850,854.472067509774,-1.20939537993617,0.246912195908273,-4.8980787501702,9.67782505166837e-07,4.43079491361474e-05,Significantly downregulated
AT1G68600,28.9091393009483,2.29847709899301,0.469979558198511,4.89058951372982,1.00534426100409e-06,4.56571937930046e-05,Significantly upregulated
AT1G29980,1044.88343581366,1.15068645694287,0.235438239933458,4.88742379856427,1.02164018015358e-06,4.63040974021014e-05,Significantly upregulated
AT2G47590,2355.54603379088,1.00614691769988,0.205929787891813,4.88587361741214,1.02971237559459e-06,4.65764289169249e-05,Significantly upregulated
AT5G65970,418.048294212163,-1.4727976160006,0.301598619418429,-4.88330357360583,1.04323069240783e-06,4.70935199166744e-05,Significantly downregulated
AT3G02870,214.7393625297,1.40152532562457,0.287074684952467,4.88209305483215,1.04965698757152e-06,4.72890376576384e-05,Significantly upregulated
AT5G28080,164.371014517541,-1.6319662442141,0.334454334436255,-4.879488995007,1.0636105777772e-06,4.77271458270561e-05,Significantly downregulated
AT5G62260,222.21434792744,-1.03869004177336,0.212865575608009,-4.87955856087367,1.06323550612292e-06,4.77271458270561e-05,Significantly downregulated
AT2G06200,137.57167280672,1.33673609119902,0.273997627815218,4.8786411103548,1.06819228332201e-06,4.78176891736952e-05,Significantly upregulated
AT5G60520,31.7977160068155,-2.20510497666096,0.452020243600702,-4.87833234878054,1.06986544826176e-06,4.78176891736952e-05,Significantly downregulated
AT1G80130,110.811103111806,2.25637867539962,0.462803596479089,4.87545622498543,1.08557268584543e-06,4.82839561154712e-05,Significantly upregulated
AT2G01900,292.153646582375,-1.02176502828268,0.20958213959498,-4.87524857918359,1.08671524109075e-06,4.82839561154712e-05,Significantly downregulated
AT3G20830,574.610104955591,-1.13633070679231,0.23332310807782,-4.87020216794522,1.1148412406513e-06,4.93393757700795e-05,Significantly downregulated
AT3G54090,473.368470850407,1.03309784593791,0.212508570627256,4.86144084866102,1.16534403923587e-06,5.13730084171734e-05,Significantly upregulated
AT1G13300,646.302337811694,-1.27267294884616,0.261880419142513,-4.8597484035398,1.17535025170067e-06,5.16125107609648e-05,Significantly downregulated
AT5G62770,232.81160723244,-1.28353055911649,0.264103171379196,-4.85995890323337,1.17410123150649e-06,5.16125107609648e-05,Significantly downregulated
AT3G15240,97.012204583472,-1.56554182103647,0.322233959078918,-4.85840109934861,1.18337494055312e-06,5.18639918120863e-05,Significantly downregulated
AT4G00080,215.019092060478,-1.34625813334063,0.277197719290844,-4.85667103172698,1.19375673984295e-06,5.22176034399133e-05,Significantly downregulated
AT5G28500,2152.62046367742,1.02345260280686,0.210767980905771,4.85582581570783,1.19886052504427e-06,5.23394214908592e-05,Significantly upregulated
AT2G42890,2068.1663196935,-1.13817584694351,0.234594533609643,-4.85167249820662,1.22424664060085e-06,5.33445384652544e-05,Significantly downregulated
AT1G31760,99.8566547937964,-1.34081721826942,0.276796495131801,-4.84405417644819,1.27216219869581e-06,5.5113191913173e-05,Significantly downregulated
AT3G27884,183.895351965638,-2.177287024317,0.449466439181535,-4.84415928424328,1.2714890133786e-06,5.5113191913173e-05,Significantly downregulated
AT4G39675,1681.26899576612,-1.66319560942436,0.343813823683109,-4.83748905616231,1.31489622197141e-06,5.67466971818673e-05,Significantly downregulated
AT3G63380,433.13903362352,-1.47041215513348,0.304328996404937,-4.83165315334254,1.35403998301091e-06,5.81027309059682e-05,Significantly downregulated
AT3G03670,30.3283060924977,-4.14366791685673,0.858122699430285,-4.82875924341326,1.37386390803152e-06,5.88415223305113e-05,Significantly downregulated
AT2G27430,52.9354002610509,-1.77326468133069,0.367363196115985,-4.82700689693159,1.38600323477573e-06,5.92490132805358e-05,Significantly downregulated
AT5G18070,418.30195864236,1.03944719148626,0.215373955716024,4.82624367477743,1.39132262028109e-06,5.9362871355924e-05,Significantly upregulated
AT4G39330,4017.7487719551,1.18611065324476,0.245971600214717,4.8221447199976,1.42022841198404e-06,6.0369068713544e-05,Significantly upregulated
AT1G03010,38.4964676421988,-2.06546632958521,0.428470176281552,-4.82056031883061,1.43155562426525e-06,6.06222176271874e-05,Significantly downregulated
AT4G23940,526.785050009328,1.01204057902298,0.209938886225113,4.82064374647483,1.43095702225534e-06,6.06222176271874e-05,Significantly upregulated
AT1G33040,519.282973507928,1.27069602571773,0.263775145298899,4.81734556255416,1.45480612337093e-06,6.13765028235614e-05,Significantly upregulated
AT1G73270,54.5575165849761,-1.67647715988063,0.348089008060196,-4.81623125425067,1.46294969553942e-06,6.16049208545154e-05,Significantly downregulated
AT2G44370,120.283261056679,-1.2967962025597,0.269324528463769,-4.81499479440896,1.47203727465569e-06,6.18721663431165e-05,Significantly downregulated
AT2G27660,380.52235822467,-1.14657486798665,0.238231289560816,-4.81286429713068,1.48782321953621e-06,6.19363248084093e-05,Significantly downregulated
AT5G46580,922.148581478124,1.02986069492002,0.213984750438563,4.81277611049065,1.48848013512694e-06,6.19363248084093e-05,Significantly upregulated
AT5G64110,250.322209645508,-1.579058384194,0.32811136079907,-4.81256845343124,1.49002810557646e-06,6.19363248084093e-05,Significantly downregulated
AT1G19660,942.253332034522,-1.06535171871192,0.221499807786565,-4.80971847947824,1.51143013666309e-06,6.24115568911809e-05,Significantly downregulated
AT5G25190,368.594922654302,1.35456694691883,0.281598179652015,4.81028303731488,1.50716722077388e-06,6.24115568911809e-05,Significantly upregulated
AT3G19970,298.349304533943,1.05883102737695,0.220387210476272,4.80441231180675,1.55206702108219e-06,6.35784114933686e-05,Significantly upregulated
AT5G48110,194.880900562319,-1.44236257349566,0.300203438347195,-4.80461710044613,1.55047936049478e-06,6.35784114933686e-05,Significantly downregulated
AT4G13420,185.556478321147,-1.3829076517208,0.28797912580442,-4.8021107358316,1.57001823137858e-06,6.39774414272372e-05,Significantly downregulated
AT2G20570,622.967323135373,1.24315787592253,0.258999319878361,4.79984996295116,1.58784541533155e-06,6.44590986860582e-05,Significantly upregulated
AT3G53560,788.333076737987,1.04436396103435,0.21757350836279,4.80005111326759,1.58625140374235e-06,6.44590986860582e-05,Significantly upregulated
AT1G31950,108.190151082793,-1.30335462491304,0.271667554357459,-4.79760870964404,1.60571066409011e-06,6.49507086006771e-05,Significantly downregulated
AT4G02700,934.312502865276,1.27944896621226,0.26672568038072,4.7968720686587,1.61162457520742e-06,6.50733064168276e-05,Significantly upregulated
AT5G19530,561.547393539773,-1.00370212756708,0.209332190585034,-4.79478156112525,1.62852185529805e-06,6.56381549927363e-05,Significantly downregulated
AT1G73610,32.2551869680836,-2.54025322247903,0.53002847253815,-4.79267313756656,1.6457363693171e-06,6.62137532831664e-05,Significantly downregulated
AT1G03630,604.884787169635,1.36943734017876,0.286047464245965,4.787447928576,1.68915545079204e-06,6.77192321133697e-05,Significantly upregulated
AT1G02580,49.4871230364747,-1.72478550537829,0.360685428268344,-4.78196614057578,1.73588923058867e-06,6.9469425219179e-05,Significantly downregulated
AT1G61560,207.800411790098,-1.14839600040019,0.240336179416647,-4.77829015667812,1.76792137055943e-06,7.05013308390405e-05,Significantly downregulated
AT4G16140,831.617262255393,1.26286236503407,0.264394756977781,4.77642741281815,1.784369215723e-06,7.10317417426521e-05,Significantly upregulated
AT1G77885,339.810578795425,-1.83856194928775,0.384961238002023,-4.77596642932162,1.78846229615377e-06,7.10693353635332e-05,Significantly downregulated
AT5G02020,2484.02144978791,-1.49852793224891,0.313965711664212,-4.77290314380444,1.81589132775049e-06,7.20324835828758e-05,Significantly downregulated
AT1G30720,660.749649522905,-1.69274337826935,0.355045787733271,-4.76767627374593,1.86362918124286e-06,7.36215000526136e-05,Significantly downregulated
AT1G63440,243.946351582397,-1.1301976428336,0.237065506388723,-4.76744871090768,1.86573470515684e-06,7.36215000526136e-05,Significantly downregulated
AT3G61870,951.209006726371,1.32017113875347,0.27755809618511,4.75637769857385,1.97097554181649e-06,7.75032908612197e-05,Significantly upregulated
AT2G28630,2060.30769342748,-1.21127269765746,0.254741702433789,-4.75490540451377,1.98539357379162e-06,7.79344667026969e-05,Significantly downregulated
AT5G44610,4398.72540682064,-1.90087995189544,0.399917012903533,-4.75318601250396,2.00235967509762e-06,7.84639934490075e-05,Significantly downregulated
AT3G14220,1768.44766083933,1.06432538645625,0.223957656638302,4.75235096862604,2.01064963110982e-06,7.86522925888731e-05,Significantly upregulated
AT1G64780,537.568686234235,-2.00565132907502,0.422214555399657,-4.75031308945881,2.03101945443131e-06,7.91746806666132e-05,Significantly downregulated
AT1G54030,2504.83478248441,1.04339262202418,0.219846473359939,4.74600572880654,2.07472837933123e-06,8.07391280170435e-05,Significantly upregulated
AT5G21170,1651.80331187833,-1.03247877070464,0.217712954054471,-4.74238556538221,2.1121614273252e-06,8.20543813703219e-05,Significantly downregulated
AT5G48430,113.154490844479,-1.33589248342127,0.281906203319221,-4.73878356592442,2.15004997513553e-06,8.3382780049457e-05,Significantly downregulated
AT5G06610,140.172072324975,-1.29420111904013,0.273143730659591,-4.73816886045627,2.15658077281615e-06,8.34925979815321e-05,Significantly downregulated
AT5G43750,394.86509464475,1.50078326857527,0.317232923208164,4.73085596979631,2.23575110655261e-06,8.62617747452974e-05,Significantly upregulated
AT1G02860,300.935952069651,-1.19152486842288,0.252180452882097,-4.7248898747119,2.30240092432107e-06,8.85306495108193e-05,Significantly downregulated
AT4G34930,106.648638241371,-1.291429032039,0.273456894770985,-4.72260548822711,2.32842247981624e-06,8.93294855012434e-05,Significantly downregulated
AT4G36040,2867.19040270926,-1.3086996332062,0.277167853360688,-4.72168621771281,2.33897341378875e-06,8.94796083434336e-05,Significantly downregulated
AT4G35190,174.658590872522,-1.36459770337646,0.289038985249938,-4.72115449131012,2.34509724656766e-06,8.95620811375274e-05,Significantly downregulated
AT3G13950,50.2059396543432,-1.93202893117716,0.409337861840431,-4.71988816888458,2.35974338606568e-06,8.99692026467709e-05,Significantly downregulated
AT3G51240,493.76315043158,3.45706977846763,0.733112896428429,4.71560355207192,2.40995285262842e-06,9.15741512401953e-05,Significantly upregulated
AT4G04630,42.7680005802227,-1.95368056986438,0.414868903794952,-4.7091516187243,2.48749988047024e-06,9.40458288142275e-05,Significantly downregulated
AT2G36950,2204.94734028466,-1.66034531031086,0.353058165519603,-4.70275289587847,2.56676992993443e-06,9.68805419540972e-05,Significantly downregulated
AT5G47530,101.262007312674,-1.25059249095665,0.266339077607742,-4.69549005797222,2.65968304973437e-06,9.99893135121901e-05,Significantly downregulated
ATCG01300,1490.96239914021,-1.10765090654927,0.235907341786909,-4.69527950321185,2.66242423556007e-06,9.99893135121901e-05,Significantly downregulated
AT2G46750,120.386083211574,-1.55438992153689,0.331291923380344,-4.69190406357221,2.70674054878906e-06,0.000101484785592555,Significantly downregulated
AT1G48100,82.816959922111,1.73133095509236,0.369431338579657,4.68647560260795,2.77949935833185e-06,0.000103867682147199,Significantly upregulated
AT3G11945,459.110915334713,1.0714822475707,0.228808354264115,4.68288079347785,2.828710323633e-06,0.000105357789958285,Significantly upregulated
AT2G10940,49172.0491083864,1.17960906383201,0.2521574377535,4.67806571299772,2.89593747637084e-06,0.000107330385515872,Significantly upregulated
AT5G44650,837.359447799783,1.04994224431017,0.224607540164382,4.67456365686457,2.94579256726787e-06,0.000108999154157054,Significantly upregulated
AT4G11175,289.022100604051,1.02474543054685,0.21947662240646,4.66904137356859,3.02608438440581e-06,0.00011160416771311,Significantly upregulated
AT1G55610,196.598246492825,-1.69010935975539,0.362708369628005,-4.65969219703635,3.16682580520002e-06,0.000116225081705967,Significantly downregulated
AT1G52200,629.713610674368,-1.47316875065036,0.316267076488385,-4.65798959223774,3.19312351296765e-06,0.000116999985083105,Significantly downregulated
AT1G78110,425.365027771099,-1.33212750592992,0.286021767116562,-4.65743401056271,3.20175002458948e-06,0.000117066693416076,Significantly downregulated
AT2G41950,244.95077953386,1.19602471667703,0.25681171385362,4.65720468404626,3.20531728904944e-06,0.000117066693416076,Significantly upregulated
AT2G25830,471.679695340142,1.14922764333616,0.247067894434115,4.65146491804754,3.2958534909471e-06,0.000119985014748656,Significantly upregulated
AT4G18390,555.764860755753,1.232441790489,0.265018179828913,4.6504047053852,3.31284293771649e-06,0.000120215720172346,Significantly upregulated
AT1G78290,79.3288177683267,-1.48910253944022,0.320312574256037,-4.64890441125775,3.33702808163822e-06,0.000120705225690154,Significantly downregulated
AT2G28860,181.317216154344,-1.47169973772302,0.316806061669953,-4.64542796297953,3.39372183045221e-06,0.000122559512696219,Significantly downregulated
AT1G63570,41.1229979664336,-2.37526859657078,0.511407241295627,-4.64457364849419,3.40779468433612e-06,0.000122704488022979,Significantly downregulated
AT2G26150,118.669825321541,1.58734505497989,0.342003258448794,4.64131558915412,3.46197906321542e-06,0.000124229458562536,Significantly upregulated
AT5G48300,2210.85883429553,1.62524843623218,0.350157571263235,4.64147735080782,3.45926944612099e-06,0.000124229458562536,Significantly upregulated
AT4G21903,61.2963012940582,-1.49363340000562,0.321920167677171,-4.63976336364074,3.4880835620089e-06,0.000124769467635662,Significantly downregulated
AT5G02810,410.441863427136,-1.08748910476965,0.234368657930072,-4.64007907189589,3.48275890604399e-06,0.000124769467635662,Significantly downregulated
AT5G43180,176.31344096859,-1.85897813345773,0.400832375517513,-4.63779436742755,3.52146872951169e-06,0.000125764352363621,Significantly downregulated
AT5G35580,388.400275253631,-1.10174911337031,0.237619501851121,-4.63661065185046,3.54168636222457e-06,0.000126286576432497,Significantly downregulated
AT4G36110,290.310816749094,1.35602492161887,0.292494408198347,4.63607126704221,3.55093581763105e-06,0.000126416675614748,Significantly upregulated
AT5G52120,57.6000448910112,-1.74505669622129,0.376959852814757,-4.62929058145308,3.66920584142703e-06,0.000130421488262755,Significantly downregulated
AT4G19985,164.119240031567,1.05921895187097,0.228831882320625,4.62880845592512,3.67775744581052e-06,0.000130519910863819,Significantly upregulated
AT2G45190,706.093618417504,1.22513837311478,0.264975557316644,4.62359013609226,3.77154741097977e-06,0.000133428834816966,Significantly upregulated
AT5G61520,191.641127582333,1.09648859020555,0.23727402163313,4.62119107122871,3.81543166881402e-06,0.000134712387465098,Significantly upregulated
AT1G14410,278.689777887997,1.07071132980911,0.231846079578837,4.61819898681972,3.87084975377807e-06,0.000136088706841939,Significantly upregulated
AT1G30900,222.145859215177,-1.13074016144932,0.245027153766585,-4.61475450401093,3.93560237883356e-06,0.000137935529957535,Significantly downregulated
AT3G52150,2225.3842199588,1.20815483272575,0.261921030672812,4.6126682902182,3.97532446250773e-06,0.000139111703012809,Significantly upregulated
AT3G11280,705.754257672038,-1.06919680920994,0.231864703434578,-4.61129612818203,4.0016599791561e-06,0.000139816512986892,Significantly downregulated
AT4G31760,60.5878309372903,1.57635423128592,0.341912051467865,4.61040850861637,4.01878478890485e-06,0.000140197822983572,Significantly upregulated
AT3G47040,96.3105095105946,-1.41870692667512,0.307921786989627,-4.60736130608033,4.07811039154625e-06,0.000141829013324485,Significantly downregulated
AT2G22860,168.090493731016,-1.66859390781936,0.362220759035469,-4.60656620637241,4.09372761634705e-06,0.00014215311696703,Significantly downregulated
AT3G27160,3197.26416509458,1.02127964892386,0.221781454892982,4.60489200693837,4.12679959525583e-06,0.000143081403478524,Significantly upregulated
AT1G23150,165.862647846514,-1.37746464446366,0.29937307999957,-4.60116402071168,4.20136417930773e-06,0.000145443237563121,Significantly downregulated
AT4G37770,142.58115887219,2.26005529156092,0.491732403651954,4.5961081164799,4.30455403323218e-06,0.000148332960433715,Significantly upregulated
AT2G21560,196.462127114112,-1.36965340837419,0.298108786369548,-4.59447514128721,4.33839839721884e-06,0.000149044125150116,Significantly downregulated
AT5G02640,63.5271349350439,-1.53989877362615,0.33548267172828,-4.59009929095047,4.43035209441454e-06,0.00015197184973105,Significantly downregulated
AT3G61270,127.936052695598,-1.3118305284563,0.285883116929237,-4.58869534706035,4.46024802342599e-06,0.000152703691092128,Significantly downregulated
