genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,minus_log10_pvalue
AT3G57790,371.122976428791,0.297782128857931,0.190396826720287,1.56400783556862,0.117815728304506,0.32842025485501,0.483570066228301
AT3G13226,235.207516626767,0.428455986814034,0.273988738225727,1.56377225424882,0.117871062372428,0.328493363231026,0.48347340035461
AT5G41560,312.529364308368,0.540547686240784,0.345665673610507,1.5637875771543,0.117867462661176,0.328493363231026,0.48347340035461
AT2G07675,1081.47582581303,0.42295273396884,0.27048260318732,1.56369662590066,0.117888830515462,0.328502320193148,0.483461558696217
AT1G64210,32.2890772939221,-0.773373374462498,0.494612236231129,-1.56359531328114,0.117912636220706,0.328528096795156,0.483427482234213
AT1G66890,175.458839318205,-0.403260481759686,0.257926456504479,-1.56347079405824,0.117941900011659,0.328552645027433,0.483395032152678
AT1G78310,603.790308367514,-0.363386608878775,0.232437428033451,-1.56337390218618,0.117964674923319,0.328552645027433,0.483395032152678
AT2G29140,753.393865415876,-0.373258440407083,0.238752155167739,-1.56337202545813,0.117965116091548,0.328552645027433,0.483395032152678
AT1G11780,162.9090273267,0.415196963312617,0.265630374767572,1.56306282244987,0.118037819069193,0.32867402099812,0.483234622000049
AT3G20260,366.801411241514,0.479175283262186,0.306558625163652,1.56307878470679,0.118034064999616,0.32867402099812,0.483234622000049
AT3G59810,177.870336250571,0.421741642556456,0.269891381787629,1.56263471535491,0.118138538013406,0.328913894350634,0.482917780173911
AT1G07720,2097.76360694281,0.240458203133454,0.153891520121515,1.56251756395404,0.118166111472275,0.328947999569074,0.48287275033308
AT1G74385,99.0113363281601,0.499818230980875,0.319892095159636,1.56245883703832,0.118179935692066,0.328947999569074,0.48287275033308
AT1G54355,28.9882193633187,0.768885231018795,0.492195936437003,1.56215274060314,0.118252010830486,0.328986335073943,0.482822140728541
AT2G40110,507.68694760879,-0.422839719385856,0.270675917855689,-1.56216231844937,0.118249755056103,0.328986335073943,0.482822140728541
AT3G21090,3373.41513562585,-0.362208378130979,0.231839584904148,-1.56232326882716,0.11821185307128,0.328986335073943,0.482822140728541
AT4G20030,48.5666023921073,0.625942806914991,0.400689633212391,1.56216371733082,0.118249425594364,0.328986335073943,0.482822140728541
AT1G54115,479.582000113929,-0.290766558818545,0.186142123214927,-1.56206748798505,0.118272091014718,0.329001647312448,0.482801927530527
AT2G07721,213.495877179889,-0.549049773240361,0.35156173468085,-1.56174497699186,0.118348078627488,0.329047003810939,0.482742059382448
AT2G47400,2729.5206335842,-0.384759880540513,0.246338953295484,-1.56191246002005,0.118308612759453,0.329047003810939,0.482742059382448
AT3G55880,440.000619303599,-0.393392447245807,0.251901924536898,-1.56168893099578,0.118361287667406,0.329047003810939,0.482742059382448
AT5G02740,351.99360364644,0.385106166929248,0.246590050867203,1.56172629664058,0.118352481124072,0.329047003810939,0.482742059382448
AT5G22870,18.5430104338592,-1.09879791387237,0.70354367877009,-1.56180482751725,0.118333974204499,0.329047003810939,0.482742059382448
AT5G63510,1337.01113542925,0.321866089193224,0.206122858439638,1.56152544957784,0.118399823921875,0.329113599229143,0.482654171950076
AT1G74100,1925.44572819301,0.29242682335,0.187313996352956,1.56115842405594,0.118486375950593,0.32928862230757,0.482423274919444
AT2G27080,664.460979935088,-0.55099901353685,0.352947766690204,-1.56113472172919,0.118491967142886,0.32928862230757,0.482423274919444
AT4G25150,52.4214419496174,0.649289792042485,0.415957502348801,1.56095223280292,0.11853502177285,0.329367718384218,0.482318968659347
AT4G09830,2421.48132170468,-0.293691183583446,0.188165200032863,-1.56081562123152,0.118567260582174,0.329416745273295,0.482254328071704
AT1G12160,193.071600574878,-0.579872182749306,0.371574280491918,-1.56058213173858,0.118622377418947,0.329448219604165,0.482212835113488
AT1G29470,4328.58706505032,0.389776101910957,0.249761484170947,1.56059331247479,0.118619737669664,0.329448219604165,0.482212835113488
AT2G45330,398.703306024298,-0.331210189675064,0.212232479224966,-1.56060086036116,0.118617955654948,0.329448219604165,0.482212835113488
AT1G08250,533.091548889508,0.274126811635009,0.175667563780101,1.5604862146216,0.11864502514946,0.329470578573875,0.482183361444815
AT3G14950,16.0073436570369,-0.99414100487557,0.637105580804178,-1.56040228625957,0.118664844903526,0.329485079876675,0.482164246848237
AT2G36970,108.44767095671,0.815417590637048,0.522723977541842,1.55993913742321,0.118774264587275,0.329505153146435,0.482137789065233
AT2G46170,411.331170803488,0.280390511094332,0.179742130299571,1.55995987488861,0.118769363635609,0.329505153146435,0.482137789065233
AT3G27490,14.0888466462348,-1.00583185177535,0.644727963894196,-1.56008721213218,0.118739273092251,0.329505153146435,0.482137789065233
AT4G27620,146.910516620218,0.440631035960802,0.282417049031312,1.56021400787298,0.118709316448234,0.329505153146435,0.482137789065233
AT5G56280,362.623213923152,0.441922046200052,0.283262186644705,1.56011662352361,0.118732323856335,0.329505153146435,0.482137789065233
AT5G56530,408.75509788784,-0.332762664523686,0.213304517706611,-1.56003570904852,0.118751442855459,0.329505153146435,0.482137789065233
AT5G66130,62.4731862488758,0.493232370110248,0.316127149066773,1.5602341385936,0.118704560927963,0.329505153146435,0.482137789065233
AT3G47965,40.1459648919609,-0.881492933786796,0.565206973761701,-1.55959316623444,0.118856052456322,0.329554880886889,0.482072251838873
AT4G22930,881.343578687951,0.248552579821813,0.159369486743594,1.55959955008014,0.118854542910329,0.329554880886889,0.482072251838873
AT5G02605,9.23953670975177,1.0801055949733,0.692573159981583,1.55955450973876,0.11886519362457,0.329554880886889,0.482072251838873
AT5G34850,2735.58527868549,0.281742961212903,0.1806398603077,1.55969430408651,0.118832138820901,0.329554880886889,0.482072251838873
AT5G48810,2523.96454338259,0.274283374212839,0.175861814118204,1.55965281939195,0.118841947252582,0.329554880886889,0.482072251838873
AT4G02330,1366.12512864255,0.517407798297928,0.331780573960201,1.55948792336466,0.118880940711616,0.329558058560783,0.482068064252332
AT3G53800,169.023694843685,0.441550029333921,0.283155986835552,1.55938793408016,0.118904590362342,0.329564205755162,0.482059963501552
AT5G08060,1722.85869926505,0.348315332327654,0.223371402456528,1.55935508528422,0.11891236062514,0.329564205755162,0.482059963501552
AT4G31930,71.3629206449344,0.492704658100758,0.315999528349201,1.55919428321515,0.118950403511145,0.329629166071217,0.481974368263183
AT3G11770,496.46447544563,-0.280988463805283,0.180225219346672,-1.55909625092361,0.118973600873854,0.329652976347135,0.481942998775726
AT2G21430,45.9932782857715,-0.624755732862395,0.400762880272022,-1.55891616618369,0.119016223531759,0.32969013025716,0.481894053885091
AT3G06150,735.381848769195,0.348870468126251,0.223786631385925,1.558942399578,0.11901001383798,0.32969013025716,0.481894053885091
AT5G37590,79.4830827568324,0.468477469431052,0.300559601683095,1.55868409063506,0.119071169081476,0.329801860024297,0.481746899340347
AT1G20870,48.5263135027351,0.545226100331448,0.349932611854363,1.55808884871343,0.119212187764864,0.329885341015589,0.481636982597992
AT1G26620,487.702078072397,-0.292859617254176,0.187948337025359,-1.55819211752143,0.119187712986311,0.329885341015589,0.481636982597992
AT1G55805,288.186225097171,-0.467396273503211,0.299980070780729,-1.55809108347353,0.119211658083494,0.329885341015589,0.481636982597992
AT2G16770,89.1467848281293,0.483642046949684,0.310397307908945,1.55813866495118,0.119200380790579,0.329885341015589,0.481636982597992
AT2G41980,403.187252744401,0.30076520919109,0.193027414872076,1.55814763094877,0.119198255851806,0.329885341015589,0.481636982597992
AT4G27410,254.02468930573,-0.502770561258099,0.322616835816875,-1.55841389983592,0.119135163734883,0.329885341015589,0.481636982597992
AT4G31805,28.4903946021352,0.778533812845221,0.499680462197788,1.558063345965,0.119218232540169,0.329885341015589,0.481636982597992
AT4G32890,382.795655752653,-0.301406708130372,0.193448693005741,-1.55807053253871,0.119216529122073,0.329885341015589,0.481636982597992
AT1G19160,10.486932113637,-1.32745071090793,0.85204872508831,-1.55795164269549,0.119244711778003,0.329918164935194,0.481593772014713
AT3G62900,1188.18686028551,-0.311964183558464,0.200267141845307,-1.55774022979484,0.119294839779591,0.330016402581829,0.481464474141064
AT1G09150,544.471443079458,0.338042205658228,0.217042396165558,1.55749388889151,0.119353270370036,0.330097128479608,0.481358253588153
AT5G02260,3358.35237383869,0.296699798912119,0.19049725391963,1.55750171095535,0.119351414678566,0.330097128479608,0.481358253588153
AT3G17300,144.239142173093,0.437359413062035,0.280877663066663,1.55711710317895,0.119442685068048,0.330303950584528,0.481086231919242
AT1G70210,717.865698367994,-0.264944595761609,0.170173344910592,-1.5569100783722,0.119491836285402,0.330381277684246,0.480984571608323
AT3G21860,12.083590190714,-1.05111811852069,0.6751456771371,-1.55687602559772,0.119499922511815,0.330381277684246,0.480984571608323
AT4G26710,1927.98886970099,0.422528908856353,0.271407315654255,1.55680736843001,0.11951622725648,0.330385886761299,0.480978512903113
AT2G47220,153.671967017614,-0.442626096194377,0.284350041325002,-1.55662399109157,0.119559784359229,0.330465820814618,0.4808734517584
AT1G70670,72.8224661437451,-0.710410274511303,0.456485904036383,-1.55625895176531,0.11964652813951,0.330665089584533,0.480611653895226
AT1G78060,2006.0141218014,0.270041687049328,0.173541711787357,1.55606213784622,0.119693317205281,0.330753900910921,0.480495025041907
AT1G16460,382.399752167872,-0.340930224387249,0.219114177243405,-1.55594781075496,0.119720503051269,0.33076298717249,0.480483094542982
AT3G12280,1087.47641552394,0.350005861091069,0.224950649589406,1.55592287343878,0.119726433539704,0.33076298717249,0.480483094542982
AT4G34520,13.2031036945038,0.937845359775141,0.602781281970817,1.55586344139423,0.119740568348164,0.33076298717249,0.480483094542982
AT4G00850,73.7267059006184,0.45020107754776,0.289383571113707,1.55572438274619,0.119773645973185,0.330813872156237,0.480416287285791
AT1G47480,574.97307349311,-0.369118287581804,0.237316944914964,-1.55538108631083,0.119855335909547,0.330846163491617,0.480373897091357
AT1G50670,468.213555280906,0.302530781976311,0.194493401177813,1.55548095793608,0.119831566215035,0.330846163491617,0.480373897091357
AT2G42490,2526.77057659441,-0.234516935649944,0.150779138789255,-1.55536725791842,0.119858627392271,0.330846163491617,0.480373897091357
AT3G49900,144.76118042183,0.358907162226771,0.230735031054635,1.55549489206858,0.119828250150461,0.330846163491617,0.480373897091357
AT5G05080,1736.94953771001,-0.333873463405064,0.214638512313683,-1.55551517668518,0.119823422917163,0.330846163491617,0.480373897091357
AT1G34420,60.7725685154339,-0.541906332775541,0.34843401846038,-1.55526241430172,0.119883584942816,0.330874589844009,0.480336584046754
AT3G06190,1438.13413723773,-0.356563290529994,0.22932596889038,-1.55483171947454,0.119986152610156,0.331076127639011,0.480072133075837
AT3G56320,68.9225336481735,-0.449549567092854,0.289153425453451,-1.55470946397356,0.120015279621744,0.331076127639011,0.480072133075837
AT5G13610,173.499179564696,0.346510508266015,0.222860924589989,1.55482846041096,0.11998692900059,0.331076127639011,0.480072133075837
AT5G58300,735.443741039462,-0.340586462427036,0.219064343204637,-1.55473253859885,0.120009781736633,0.331076127639011,0.480072133075837
AT1G62020,2649.94199865042,0.305092820821167,0.196258979514274,1.55454197090115,0.120055193339973,0.331105299227336,0.480033868457314
AT4G21880,62.8329668843846,0.511630029718888,0.329114694657998,1.55456452727081,0.120049817535458,0.331105299227336,0.480033868457314
AT1G10310,153.870351316971,0.497765362482594,0.320226597004379,1.55441605144306,0.120085206880515,0.331147612034221,0.479978372382456
AT1G10750,60.8888174308375,-0.489663379900275,0.315052612392392,-1.55422732788011,0.120130201099137,0.331160278645244,0.479961760654438
AT3G15980,1436.26047630887,0.31357741685502,0.201752327921142,1.5542691382356,0.120120231813696,0.331160278645244,0.479961760654438
AT4G36400,351.470177501222,-0.310620360569461,0.199857115390128,-1.55421216784361,0.120133816027081,0.331160278645244,0.479961760654438
AT4G19410,3300.85882585244,0.290058302478982,0.186641639680222,1.55409212529394,0.120162443317157,0.331198743205709,0.479911319893985
AT3G29970,550.154769920958,-1.12282687745342,0.722528907590731,-1.5540234662686,0.120178819261077,0.331203434620483,0.479905168176442
AT1G17890,630.679160842465,0.325019416513599,0.209174814559766,1.55381716100785,0.120228035882466,0.331252373588341,0.479841001107587
AT3G27270,219.877718096108,-0.432754787395822,0.278520195143401,-1.55376448437791,0.120240605060001,0.331252373588341,0.479841001107587
AT5G39190,135.167651363558,1.62744979330121,1.04738263128546,1.55382545469924,0.12022605701742,0.331252373588341,0.479841001107587
AT1G28100,286.122953831486,-0.488192241888862,0.314279712565413,-1.55336861518623,0.120335096379859,0.331431782841953,0.479605846999876
AT1G69210,47.1972455056518,0.547447466845146,0.352413927682181,1.55342176867326,0.120322405621423,0.331431782841953,0.479605846999876
AT3G26020,556.045260676737,-0.276133433995629,0.177782954298946,-1.5532053400986,0.120374085976741,0.331498718226089,0.479518146500273
AT1G69450,784.753348382296,-0.391409974091276,0.252014345558803,-1.55312576838983,0.120393091043984,0.331510608509669,0.479502569390451
AT3G54780,66.2051885867175,-0.476911571986763,0.307097069867484,-1.55296685895621,0.120431052322836,0.331573752902605,0.479419855144439
AT5G13480,507.546131971421,0.316479566520041,0.203798172364512,1.55290679424734,0.120445403395882,0.331573752902605,0.479419855144439
AT1G75990,586.154431748392,0.397864656659052,0.256244361038663,1.55267673031455,0.120500384235884,0.331674292619167,0.479288188433186
AT1G79410,416.313326862092,0.341809928516049,0.220148849017335,1.55263100416725,0.120511314242603,0.331674292619167,0.479288188433186
AT5G55610,653.825567782207,0.285000096355509,0.183579899953841,1.55245806554622,0.120552659103164,0.331747630897039,0.479192169871264
AT5G12350,1104.88051183983,-0.300245034079299,0.193419584431102,-1.55229903405283,0.120590688951052,0.331811829856662,0.479108134436177
AT1G69570,373.789337054468,-0.478342397809115,0.308173360523897,-1.55218607148888,0.12061770785178,0.331825311702774,0.479090488976011
AT1G78770,122.945924501079,0.475440320104693,0.30630969798492,1.55215562299336,0.120624991472299,0.331825311702774,0.479090488976011
AT5G67640,60.5161812764958,0.523688389165962,0.337411910429847,1.55207440217154,0.120644422084721,0.331838319628838,0.479073464476718
AT1G44191,41.455614609886,-0.936395722738506,0.603483728843545,-1.55165032292241,0.120745915163609,0.331915241889881,0.47897280388341
AT1G69850,1792.28027092914,-0.396353038705042,0.255437876093063,-1.55166118966883,0.120743313637615,0.331915241889881,0.47897280388341
AT3G62990,9.30454401920674,-1.39111643658011,0.896457474989676,-1.55179300233525,0.120711760851945,0.331915241889881,0.47897280388341
AT4G35230,1474.42577578754,-0.339341200292781,0.218668981531918,-1.55184881694457,0.120698402120249,0.331915241889881,0.47897280388341
ATCG00090,8.04174076672364,-1.27324506795761,0.820551839526366,-1.55169363667814,0.120735546004295,0.331915241889881,0.47897280388341
AT2G47850,594.690124087363,-0.288500804524787,0.185944168237062,-1.55154532277116,0.120771054719478,0.331943920612924,0.4789352808307
AT4G00860,1099.83141232562,0.430262293226498,0.277326710923447,1.55146358529189,0.120790627468673,0.331957293631488,0.478917784769404
AT4G04435,114.256683045686,0.406196090910132,0.26186366078323,1.55117395707066,0.120860001443321,0.33203027594935,0.478822313650656
AT5G01940,30.5359962122259,-0.685080546418025,0.441650698995354,-1.5511818456903,0.120858111487648,0.33203027594935,0.478822313650656
AT5G44580,67.5606007232728,1.00254794711239,0.646317898041334,1.55116847320894,0.120861315280664,0.33203027594935,0.478822313650656
AT1G04130,132.390061035271,0.388307251747461,0.250369409578929,1.55093728263575,0.120916714665962,0.332142042926302,0.478676147421116
AT3G49830,25.782888510124,-0.768621086340939,0.495615989829971,-1.5508399690749,0.120940039514053,0.332165688959806,0.478645229997213
AT4G29150,15.0490962619692,0.938627528625635,0.605317096999638,1.55063772901527,0.120988525197446,0.332258425870733,0.478523996802792
AT3G09970,379.680047491531,0.313402278746573,0.202250410817337,1.54957548654684,0.121243440400886,0.332917967553334,0.477662765375945
AT1G55310,1092.6426228791,-0.299502826705567,0.193299189772499,-1.54942618775621,0.121279302529691,0.332926510803033,0.477651620772896
AT1G61810,13.837958922619,-0.95493485357049,0.616384203798208,-1.54925263769919,0.121321000331461,0.332926510803033,0.477651620772896
AT1G73430,676.748019354586,0.409160829483104,0.264109382824859,1.54920974448845,0.121331307746689,0.332926510803033,0.477651620772896
AT2G02350,22.8931390025708,-0.809960845906642,0.522796935173633,-1.54928384505092,0.121313501506736,0.332926510803033,0.477651620772896
AT2G37440,28.6128368308674,-0.790195894875209,0.510068986251364,-1.54919416034795,0.121335052849486,0.332926510803033,0.477651620772896
AT3G17940,695.21800665631,0.335972391506375,0.216828837041159,1.54948205271516,0.121265882585898,0.332926510803033,0.477651620772896
AT1G08580,241.129876373107,0.39671929778393,0.256108315007223,1.54902935413379,0.121374663789963,0.332976738052096,0.477586105498153
AT5G55770,51.53361201155,-0.712140929582607,0.45974378011555,-1.54899524557705,0.12138286299644,0.332976738052096,0.477586105498153
AT3G03110,530.928938772144,0.281124334459233,0.181510879049004,1.54880157008846,0.121429428012454,0.333023526083729,0.477525085150009
AT3G28180,2905.62611277954,0.37073633334659,0.239369310094654,1.54880478704638,0.121428654451513,0.333023526083729,0.477525085150009
AT2G01300,101.748995965479,0.56385988722914,0.364188639894646,1.54826325003508,0.121558928627402,0.333338182243846,0.477114937200376
AT5G54880,67.2147222924163,0.46186201875412,0.298436383366743,1.54760627221027,0.121717120380732,0.333731429071124,0.476602891848586
AT4G28830,196.129320310612,-0.437921145526822,0.28298252141895,-1.54752012008009,0.12173787663089,0.333747797089254,0.476581592189582
AT1G74410,148.92818283706,-0.362188831404572,0.23407615838748,-1.54731192574093,0.12178804739367,0.333828297037552,0.476476853018072
AT2G03760,365.192002118944,0.400294990814761,0.258709572696599,1.54727552847148,0.121796820083481,0.333828297037552,0.476476853018072
AT3G02920,104.624445226667,0.522369415179824,0.337622535695756,1.54719949041124,0.12181514883045,0.333837994688209,0.476464237026461
AT1G12640,897.339628670023,-0.306635726559538,0.198263058033366,-1.54661049618197,0.121957197184973,0.334161242168768,0.476043923348517
AT2G35530,359.505142309768,0.310853385461665,0.200999327110224,1.54653943339422,0.121974344222292,0.334161242168768,0.476043923348517
AT4G28703,21.3267707341053,-0.784170469627022,0.507072902403209,-1.54646494796023,0.121992319147164,0.334161242168768,0.476043923348517
AT5G59350,306.169567956836,0.432537035401833,0.279691154870436,1.54648092322477,0.12198846380047,0.334161242168768,0.476043923348517
AT5G45800,897.869260750331,-0.266766028750888,0.17253115299828,-1.54619049438305,0.122058568524758,0.334302141751282,0.475860841032966
AT5G18520,3066.29844034567,0.365003616155042,0.236101006878524,1.54596382701087,0.122113304160806,0.334411476366604,0.475718826815663
AT1G74240,54.9463797455852,0.498259599552285,0.322313221044518,1.54588632119272,0.122132024666547,0.334422167748226,0.47570494232261
AT3G14770,83.000117244478,-0.690817902270863,0.446916018537536,-1.54574433141031,0.122166326240368,0.334475515474447,0.475635668280405
AT4G11240,891.150491094749,-0.270925508765574,0.175280035589555,-1.54567237423427,0.122183712368537,0.334482543586447,0.475626542834591
AT1G45110,35.2440160105738,0.597760393188182,0.386767671650319,1.54552832877052,0.122218522114205,0.334537262022765,0.475555501843563
AT4G33540,446.435828733693,0.312885184516,0.202468305370951,1.54535389597275,0.122260685579199,0.334612093392518,0.475458367023572
AT2G30980,1308.65421733561,0.299037027597225,0.193541024990037,1.54508341377555,0.122326088347583,0.334693577769228,0.475352620973998
AT2G32650,310.591571778057,0.316157590671426,0.204623626770607,1.54506884498657,0.12232961186594,0.334693577769228,0.475352620973998
AT3G56710,16.1269542683924,-0.943997854588882,0.610983340372004,-1.54504679949885,0.122334943803825,0.334693577769228,0.475352620973998
AT3G14440,752.395185175954,-0.555305786554465,0.359431353056538,-1.54495644810128,0.122356798156841,0.334712797381901,0.475327682544845
AT5G57960,537.863683408858,0.292457984959733,0.189337188354653,1.54464100529433,0.122433121931798,0.334880997954752,0.475109494793742
AT1G71865,200.333459001273,0.432526978389181,0.280090070107153,1.54424245823392,0.12252960659935,0.335010700271988,0.474941321336693
AT5G18475,77.800612991473,0.423514180560157,0.274243656335013,1.54429891367404,0.122515935633153,0.335010700271988,0.474941321336693
AT5G43130,1194.70941342927,-0.246066495289619,0.159345352461644,-1.54423390132354,0.122531678801864,0.335010700271988,0.474941321336693
AT5G54855,287.121154618682,0.359515777067787,0.23281686231784,1.54419990669309,0.122539911454767,0.335010700271988,0.474941321336693
AT4G17230,684.508239382442,-0.27534071875406,0.178377507547171,-1.54358429232592,0.12268907271467,0.335377868504639,0.474465599760456
AT4G17180,141.451045749616,0.534543193438806,0.34631957451341,1.54349691088023,0.122710256431691,0.335395155960244,0.474443214105985
AT1G29690,552.278937233514,-0.258569473835005,0.16758400967678,-1.54292449699533,0.122849096312509,0.335733981458971,0.474004699224951
AT3G27906,387.255932837734,0.581960283525732,0.377212004554287,1.5427936452165,0.122880851840336,0.335755288199934,0.473977138397253
AT5G12030,182.217582449349,0.722269658227827,0.468164250210803,1.54276978197845,0.12288664373841,0.335755288199934,0.473977138397253
AT3G55260,1002.72790615401,0.269591904786826,0.174773850684166,1.5425185388517,0.122947636442439,0.335881275979458,0.473814205641669
AT1G15680,8.75949065932576,-1.17282880508938,0.760447164885835,-1.54228835249252,0.123003538081104,0.335993326640275,0.473669348300886
AT2G29440,159.471832641001,0.357044406731359,0.231525577053757,1.54213807076899,0.123040045282622,0.336052379244198,0.473593025455976
AT2G20880,83.1228360214445,-0.68379250028923,0.443615031505469,-1.54140967218511,0.123217111495402,0.336466448540821,0.473058235868108
AT2G37740,55.2764125373712,-0.663854811673183,0.430685320447195,-1.54139177760663,0.123221463986462,0.336466448540821,0.473058235868108
AT4G00026,288.662061729075,0.300227324505743,0.194793009476008,1.54126334057547,0.123252707196706,0.336511050458069,0.473000669704008
AT3G61790,802.472244325969,-0.275839256570403,0.178996925217778,-1.54102790444473,0.123309994751441,0.336626740630719,0.472851387923213
AT4G33960,268.365538666258,0.480183429520889,0.311715732532483,1.54045298137414,0.123449975422839,0.336968121328926,0.472411183359532
AT5G23550,188.560088194031,0.43047952583835,0.27952854728646,1.5400199014278,0.123555502423954,0.337215386361678,0.472092617737912
AT2G18670,680.830244488861,-0.400542554028294,0.260132965412362,-1.53976084266504,0.123618659973524,0.337346968233879,0.471923188532885
AT2G04080,61.9440899857825,0.954163791394499,0.619780460679006,1.53951899411149,0.123677644481339,0.337385558809319,0.471873510554386
AT3G59320,115.826859197912,-0.421502319989335,0.273768347051513,-1.53963131431708,0.123650247945093,0.337385558809319,0.471873510554386
AT4G18780,163.949292710104,-0.561429815888803,0.364671364935798,-1.53955004388032,0.123670070516076,0.337385558809319,0.471873510554386
AT1G32790,2149.31018802605,-0.294880779038828,0.191555716866836,-1.53939952230098,0.123706790598229,0.337424286476449,0.471823661808795
AT5G37680,73.1363530179341,0.449314689854216,0.291950110367736,1.53901188558643,0.123801394635714,0.337641527105209,0.471544144144964
AT5G17700,748.560036386067,0.531601005952398,0.345458122124937,1.5388290849336,0.123846027334613,0.337681648099729,0.471492541217095
AT5G51585,60.0886972610726,-0.552466713005456,0.359017008707931,-1.53883158626309,0.123845416524023,0.337681648099729,0.471492541217095
AT1G50620,562.828877712278,-0.438309594815811,0.284858146420044,-1.53869426001773,0.123878954299494,0.337730629000347,0.471429551142394
AT4G36710,155.282536314545,-0.425995801054121,0.276869065287644,-1.5386182656829,0.12389751665989,0.337740440643766,0.47141693433973
AT4G12980,174.293993610432,0.351834387225795,0.228709859413397,1.53834376938621,0.123964583148911,0.337800870005321,0.471339236239186
AT5G26160,255.386305172184,0.409812647977066,0.266379193479,1.53845592302003,0.123937177716236,0.337800870005321,0.471339236239186
AT5G26340,1505.58847461662,0.364008912483681,0.236617726859664,1.53838394660756,0.123954765053341,0.337800870005321,0.471339236239186
AT5G63290,79.9727923873125,0.452144065178237,0.29393157449467,1.53826299864371,0.123984322907399,0.337813876429612,0.471322514821161
AT4G33940,402.206597494846,-0.352748198442584,0.229327990030613,-1.53818205268138,0.124004107949026,0.337817117943669,0.471318347541448
AT5G53160,3059.00668940863,-0.396168534520452,0.257564103449794,-1.5381356688071,0.12401544633739,0.337817117943669,0.471318347541448
AT1G49405,16.5172787290936,-0.860843589844404,0.559882196346054,-1.53754413957527,0.124160114702223,0.338170381192696,0.470864432953164
AT3G10800,939.181819367688,-0.247643338241523,0.161084158227809,-1.53735377187929,0.124206700300692,0.338253484961815,0.47075772025321
AT5G44180,1298.0541263546,-0.334280534370907,0.21744694557218,-1.5372969875079,0.124220598859088,0.338253484961815,0.47075772025321
AT1G11040,8.80159142043027,-1.35646740137724,0.882443748866431,-1.53717152296646,0.124251311896962,0.338296304080377,0.470702746895039
AT1G29440,170.666069956467,0.498412076090063,0.324370247123061,1.53655299926745,0.124402809737694,0.338586255708368,0.470330675261826
AT2G31920,12.3854789051076,-1.01392573360695,0.659822512016684,-1.53666435312731,0.124375524696962,0.338586255708368,0.470330675261826
AT3G26590,151.443613885464,-0.516624836430089,0.336219395929826,-1.5365705925482,0.124398498544864,0.338586255708368,0.470330675261826
AT2G01050,25.3909139094652,-1.01944511958454,0.663567617232729,-1.53630932720305,0.124462533000963,0.338626305733453,0.470279307328313
AT3G09405,15.3249541445206,-0.862245707239499,0.561241560409907,-1.53631834857303,0.124460321492715,0.338626305733453,0.470279307328313
AT5G07310,23.1611097940914,-0.787205117666027,0.51236938723125,-1.53640154404997,0.124439928309517,0.338626305733453,0.470279307328313
AT5G40250,471.631055388816,-0.327459037319308,0.213181814255098,-1.53605521401306,0.124524839171372,0.338754989145117,0.470114299830489
AT4G12110,385.226367442828,0.387847120802332,0.252533523114126,1.53582429777869,0.124581478761135,0.33886822814143,0.469969148157883
AT3G59660,402.840360853806,-0.346999969309301,0.225971549438362,-1.53559140596127,0.124638623274991,0.338982813102763,0.469822320569336
AT1G48570,490.056314011198,0.306430234393706,0.19962976653526,1.53499270029744,0.124785621119215,0.339054956167564,0.469729902900324
AT2G02490,42.4869029309171,-0.992522763624246,0.646572548692996,-1.53505243244639,0.124770949251611,0.339054956167564,0.469729902900324
AT2G20980,51.4913339840663,0.609544838296596,0.397035784100971,1.53523904571176,0.12472512053912,0.339054956167564,0.469729902900324
AT2G47450,930.998213912117,0.294047104164398,0.191517797439162,1.53535132554877,0.124697553045964,0.339054956167564,0.469729902900324
AT3G03702,125.157728810806,-0.544587460766635,0.354700874756243,-1.53534287486854,0.124699627732815,0.339054956167564,0.469729902900324
AT3G21610,308.822461936403,-0.310324710112408,0.20217481588578,-1.53493257185766,0.124800391685526,0.339054956167564,0.469729902900324
AT3G44340,2261.11874485385,0.273210674579655,0.177986083928732,1.53501143768662,0.12478101855346,0.339054956167564,0.469729902900324
AT4G00150,1969.69116184101,-0.332469313356303,0.216561101367171,-1.53522175153983,0.124729367110915,0.339054956167564,0.469729902900324
AT5G04480,576.406672235658,0.339199333056953,0.220960543801922,1.53511268220368,0.124756151607851,0.339054956167564,0.469729902900324
AT5G53350,2641.98710547856,-0.346859675240113,0.225986115707418,-1.5348716187909,0.124815366213118,0.339054956167564,0.469729902900324
AT4G28440,299.974886212124,0.335060042452882,0.218312711986854,1.53477110610516,0.124840062534149,0.339081233629155,0.469696245482406
AT3G02365,11.2277962875063,-1.14907529818493,0.748771722046143,-1.53461364038281,0.124878760077056,0.339104727345912,0.469666155825178
AT5G52650,2639.14194635399,0.316652933890935,0.206336433033697,1.53464383015298,0.124871340150932,0.339104727345912,0.469666155825178
AT3G55740,230.904416335826,0.453396662525211,0.295489232582168,1.53439317758942,0.124932955000311,0.339170282332454,0.46958220707696
AT5G36210,1014.65527733835,0.268917268930597,0.175252947454506,1.53445218945835,0.124918446702425,0.339170282332454,0.46958220707696
AT4G24490,448.171497660993,0.306777243574619,0.199957954871574,1.53420874789228,0.124978306229136,0.339211802537017,0.469529045308235
ATMG00970,180.399389634344,-0.345928201646784,0.225472479891573,-1.53423691358315,0.124971379460617,0.339211802537017,0.469529045308235
