genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,minus_log10_pvalue
AT3G16340,997.735469824303,-1.52072909429066,0.189024715509974,-8.04513362280615,8.6151369065793e-16,6.78175747607322e-13,12.1686577451811
AT3G21560,2159.35149130253,1.21791741351855,0.15141175476618,8.04374412937317,8.71343612627369e-16,6.78175747607322e-13,12.1686577451811
AT4G00910,374.084801172938,-2.09558043220017,0.262949762636949,-7.96950874260157,1.59306360404431e-15,1.19856795356281e-12,11.9213373383339
AT3G16770,5926.93540164425,-1.33821112067079,0.169417215393078,-7.89890872403907,2.81355814294439e-15,2.0485426078838e-12,11.6885549986738
AT1G31050,191.79198984229,-1.96782039888513,0.249790559612492,-7.87788138165776,3.32978591688612e-15,2.34864368531364e-12,11.629182865402
AT2G16990,76.6920382754627,-2.58359132105825,0.329463222932492,-7.84182009166964,4.440622852293e-15,2.94831074367397e-12,11.5304267449817
AT3G55120,274.331235443926,2.44869271358608,0.312261423187091,7.84180347541343,4.44121063687541e-15,2.94831074367397e-12,11.5304267449817
AT1G70850,3553.36605549373,-1.52663842864486,0.195155157536102,-7.8226906627484,5.17060547236497e-15,3.33444960333571e-12,11.4769758420956
AT1G44800,2506.81336694073,-1.78920508839766,0.229063793101209,-7.81094674184111,5.67599972853431e-15,3.55869416313188e-12,11.4487093339887
AT3G46130,251.655577021503,-2.60161585725884,0.335152968316886,-7.76247296965313,8.3289127139061e-15,5.08086186123174e-12,11.2940626125529
AT2G33830,4196.1218371778,-1.85174584911215,0.240343696628201,-7.7045742205451,1.31280261149581e-14,7.79770203791367e-12,11.1080333638854
AT1G18880,786.448818854735,-1.74434368015126,0.227021800761077,-7.68359547102285,1.5468459091667e-14,8.95227154251322e-12,11.0480667531523
AT2G23010,267.650553330043,1.65492133166152,0.216505317022434,7.64379071341716,2.10918139033746e-14,1.19015832903267e-11,10.9243952597408
AT4G31910,671.702777283033,-2.09024550248613,0.273663134766683,-7.63802367559742,2.20581307285084e-14,1.21432699676381e-11,10.915664349696
AT3G14260,199.487526171138,-2.11090300401731,0.277108785308825,-7.61759682813667,2.58442031692589e-14,1.38887978507939e-11,10.8573353431292
AT3G18560,170.989507031742,-1.71863503970963,0.228857672177229,-7.50962387827972,5.92974833038325e-14,3.11256626895535e-11,10.5068813933307
AT2G23130,294.85989642535,1.60556772198708,0.215246482939488,7.45920537265389,8.70458394725708e-14,4.46525373348954e-11,10.3501538577332
AT5G65800,794.395186118778,1.64368860961762,0.221271552392129,7.42837744774683,1.09937872193051e-13,5.5142393628208e-11,10.2585143859096
AT1G65060,353.693011419814,2.77210880900648,0.375044981509902,7.39140355337162,1.4528692994562e-13,7.12885064304909e-11,10.1469804841198
AT1G31770,1633.71976596754,-1.79501207181396,0.243659664084567,-7.36688232152763,1.7466453453105e-13,8.38798555085175e-11,10.076342326322
AT2G38400,823.029790628339,-1.55374301471119,0.211018454079359,-7.36306699568021,1.79732108868749e-13,8.45152797765944e-11,10.0730647665206
AT5G57685,777.411265014412,-1.74054067604876,0.236657396916309,-7.35468529075507,1.91377466893465e-13,8.81547103112734e-11,10.0547544773801
AT5G26670,262.954541008706,1.68254473305528,0.23043243593892,7.30168357679152,2.84188986485301e-13,1.28288592279194e-10,9.89181196038629
AT2G32150,1804.66272113763,-1.29255659239148,0.178240301147195,-7.25176396175441,4.11378350431196e-13,1.82063151913383e-10,9.73977794294757
AT1G55210,3084.3375955847,1.39058202282616,0.192210742305481,7.2346738072324,4.66649364619837e-13,2.02552746323737e-10,9.69346186403231
AT3G62040,805.32463880834,-2.1891158496399,0.30294126912807,-7.22620544880084,4.96676186825676e-13,2.11518456846082e-10,9.67465173062144
AT4G30460,145.499437924242,-2.18898623805499,0.303774180828233,-7.20596540524536,5.76340354755202e-13,2.40899595318142e-10,9.61816392956266
AT2G40900,655.235472678759,-2.04297833762564,0.284897571804953,-7.17092225350489,7.44942029282087e-13,3.05710664416836e-10,9.5146894110724
AT1G19530,9129.34933270815,-1.86669606693699,0.261242504486026,-7.14545311303596,8.96995056823317e-13,3.61537061206412e-10,9.44184717650933
AT3G48740,5266.74185017956,-1.77465235598223,0.248628931328913,-7.13775483205746,9.4867638896032e-13,3.69182323710748e-10,9.43275910097944
AT5G65210,1636.64350692934,-1.27243978415035,0.178254490764292,-7.1383322725536,9.44700502623428e-13,3.69182323710748e-10,9.43275910097944
AT1G10522,5248.54554543109,1.64882747777648,0.23223332841115,7.09987446271007,1.2487026339309e-12,4.67662692927894e-10,9.33006727388408
AT2G28960,281.483313556362,-1.75953528635636,0.24784892402339,-7.09922503512787,1.25458384888791e-12,4.67662692927894e-10,9.33006727388408
AT5G10580,1132.30515292395,-2.26094379268238,0.318523418975217,-7.09820270031165,1.26389722513852e-12,4.67662692927894e-10,9.33006727388408
AT1G51890,157.712637312696,-1.73973587566219,0.245266912405591,-7.09323511515993,1.31012593044183e-12,4.76949231871008e-10,9.32152784630933
AT1G65970,5558.07457891797,-1.78991372526662,0.252474484680778,-7.08948362655235,1.34613326031323e-12,4.82278949500475e-10,9.31670169373912
AT1G55020,1780.66363920307,1.12495038128001,0.159644745672374,7.04658569589664,1.8336121839597e-12,6.42673490533778e-10,9.1920096138166
AT4G03210,1050.59397640694,2.33645213596294,0.331633265259612,7.04528881966621,1.85077209183003e-12,6.42673490533778e-10,9.1920096138166
AT1G61820,397.726937514779,-1.57346894776121,0.223527704250116,-7.03925695939944,1.93267669290168e-12,6.60946145992178e-10,9.1798339254633
AT1G15580,81.2574308274255,2.71288850983508,0.385511338771367,7.03711729590395,1.9625763966269e-12,6.61153908183073e-10,9.17969743053841
AT4G33420,968.073962690403,-1.70698603679474,0.245669101092761,-6.94831392797015,3.69677667354308e-12,1.22705803380207e-09,8.91113489679705
AT1G06360,1400.64142271842,1.25575758596085,0.182952304057331,6.86385226155629,6.70279523264113e-12,2.1925911767528e-09,8.6590423378765
AT5G10625,448.26784580903,-2.05716351316515,0.300022763675901,-6.85669143221211,7.04736241174968e-12,2.27237167136574e-09,8.64352063351475
AT1G02800,1691.29794120695,1.89530767427161,0.278398733826174,6.80788898793986,9.90412387017266e-12,3.14853492779813e-09,8.50189148455475
AT5G59130,90.238633084489,2.63223959427102,0.386931900307822,6.80284978358455,1.02569585690887e-11,3.21541405365139e-09,8.49276309439214
AT2G36120,750.038626693898,-1.64082153669001,0.242646574917682,-6.76218709143805,1.35924017165442e-11,4.16101286459618e-09,8.38080094149749
AT5G03380,1908.93363989825,-1.2128930459966,0.179378029616024,-6.76165887535339,1.36420606964741e-11,4.16101286459618e-09,8.38080094149749
AT4G16000,53.2214052740241,-2.74848205047568,0.40666121298491,-6.75865305742268,1.39280464413863e-11,4.19159914971373e-09,8.37762025641347
AT2G18700,1747.84948795973,-1.21495954576313,0.180498882941821,-6.73111947266033,1.68362647542517e-11,5.00014910221337e-09,8.30101704500338
AT3G25700,726.803504613755,1.15167913078779,0.171314834320618,6.72258847492682,1.78524267652534e-11,5.23307953920175e-09,8.28124266423341
AT3G13730,224.726016930039,-1.97979734419163,0.295149091668382,-6.70778735248845,1.97597591289011e-11,5.64553826960033e-09,8.24829464428416
AT5G40450,17833.0450559685,-1.04625705835011,0.1559730823806,-6.70793346121782,1.97399898340139e-11,5.64553826960033e-09,8.24829464428416
AT1G60680,739.139958526594,-1.60756561063233,0.240036718602613,-6.69716541698648,2.12501037255927e-11,5.98155740139391e-09,8.22318572524713
AT3G10520,122.049469953433,1.70856346746777,0.25517368294205,6.69568839454257,2.14658699000003e-11,5.98155740139391e-09,8.22318572524713
AT5G48880,386.581958916663,3.08083949482987,0.460741435919485,6.6866994254197,2.2826002303211e-11,6.28299631689971e-09,8.20183319486795
AT2G47860,296.381218021347,-1.57484307913205,0.236283847414341,-6.66504755346415,2.64579673310201e-11,7.19497326058378e-09,8.14297081573745
AT2G47780,6779.08170449109,1.15473774993425,0.173399161249562,6.65941946669692,2.74911289446063e-11,7.38693180248463e-09,8.13153591044718
AT3G05600,249.090687110784,2.24941045724045,0.338682222446021,6.64165494425665,3.10180442143132e-11,8.23656795248546e-09,8.08425371424851
AT3G14280,202.476547930842,-1.59918175581522,0.240970965876481,-6.6364084569215,3.21418396087137e-11,8.43573792800323e-09,8.07387692089438
AT1G78820,721.656516412658,1.87725199745279,0.283325217537377,6.62578507402059,3.45407434270522e-11,8.96113930910339e-09,8.04763677111895
AT1G14160,123.500342998574,-2.30158774228556,0.348320993299778,-6.60766300785302,3.90434181985425e-11,1.00141930927194e-08,7.99938403883145
AT2G43610,892.456664162628,-2.08488038730565,0.316082934451084,-6.59599162139614,4.22422781206352e-11,1.07129265107962e-08,7.97009187427781
AT4G15990,128.208070914078,-2.73118894274153,0.414731666649925,-6.58543622869031,4.53551737092273e-11,1.13745736198997e-08,7.94406487405506
ATMG01270,36.7122732899796,8.74753002101034,1.33294897186579,6.56253930618666,5.28990899133439e-11,1.31207182245504e-08,7.88204239114774
AT1G06000,1670.95352958291,1.69329800682446,0.258616646247406,6.54752132700912,5.84998690288773e-11,1.43521798244651e-08,7.84308213280865
AT3G08770,139.606655276585,2.54690844207167,0.389265711411956,6.54285329379114,6.03560327421442e-11,1.46483442475585e-08,7.83421146232608
AT3G08040,473.470751560258,-1.89763815093083,0.290240738895374,-6.53815228748743,6.22834890714564e-11,1.49553258705515e-08,7.82520411942702
AT2G39370,220.8734290298,-2.11438508824209,0.323616987225596,-6.53360352424309,6.42057764726022e-11,1.52546166396116e-08,7.81659870204277
AT5G47950,742.956908135782,-1.3329949822553,0.204663588059729,-6.51310276973296,7.3614107699149e-11,1.73077502591405e-08,7.76175938004713
AT3G52180,424.55095657396,1.50317460243621,0.230849722943385,6.5114854082145,7.44112580087635e-11,1.73148093249052e-08,7.76158228664975
AT5G24850,236.575125111175,1.62343034371751,0.249378040877342,6.50991698389357,7.51923480802575e-11,1.7318025393056e-08,7.76150162789532
AT3G61490,899.913444611603,1.47894748707638,0.227258524674083,6.50777562336717,7.62717247019519e-11,1.73891828105834e-08,7.75972082680656
AT1G11600,1426.18871355583,1.82701019867055,0.281284098688636,6.49524877939486,8.28963095975896e-11,1.87105260392719e-08,7.72791400230536
AT1G61590,1352.17368245297,-1.99912991891189,0.308376594995142,-6.48275501888651,9.00626732338782e-11,2.01267781936818e-08,7.69622573950229
AT1G68945,756.74790789045,1.3937137076871,0.215457134651661,6.4686356752139,9.88917028824195e-11,2.16707245219329e-08,7.66412656857785
AT5G10210,227.703036814923,-2.35895312444782,0.364605172305018,-6.46988387338178,9.80782626557214e-11,2.16707245219329e-08,7.66412656857785
AT1G32540,419.455326758089,1.52212622881943,0.235645155438234,6.45939962563074,1.05119181945952e-10,2.28138947663662e-08,7.64180056605394
AT3G61060,946.67630731324,-1.91098119125498,0.295984954574016,-6.45634570853534,1.07261429785237e-10,2.30571212541199e-08,7.6371949165337
AT1G54100,3928.080766344,-1.02862450792977,0.159447149510892,-6.45119408584667,1.10972269700249e-10,2.362976508872e-08,7.6265405958107
AT3G53200,252.315336284118,-1.46055942587337,0.226481858851532,-6.44890250053461,1.12663008732166e-10,2.37655772905954e-08,7.62405163177634
AT1G24020,1153.42608197498,2.0854933100034,0.323808246591805,6.44051944925412,1.19065296302454e-10,2.48835444707657e-08,7.60408775764458
AT4G01350,469.768636645728,-1.2438946801668,0.193415516124385,-6.43120420270135,1.26596948044674e-10,2.621485976437e-08,7.58145246118974
AT2G05440,64.1145797191681,-2.73457231670428,0.42548681268299,-6.42692613540922,1.30210051577507e-10,2.64772168842874e-08,7.57712766709182
AT2G36870,1057.32104436868,1.66787977928145,0.259492731417921,6.42746241934336,1.29751659181818e-10,2.64772168842874e-08,7.57712766709182
AT1G06002,1682.82012890455,1.71401978434272,0.267015284786976,6.41918227906003,1.37008280947585e-10,2.76108384756066e-08,7.55892040466823
AT4G40070,805.51161684458,-1.94641574088568,0.303660821724742,-6.40983492644974,1.45677281302233e-10,2.90980700555107e-08,7.53613581486417
AT5G08000,481.848352043183,1.69209560734562,0.264273918559075,6.40280969295645,1.52543286882258e-10,3.02022327036793e-08,7.51996095058437
AT2G24260,1645.09249939703,-1.29963477013432,0.203124504735428,-6.39821754557436,1.57201211834343e-10,3.08538134983736e-08,7.51069114997936
AT3G15450,4835.38310076138,-2.00299994999319,0.31324472219367,-6.39436136694041,1.61219743229403e-10,3.13697484864729e-08,7.50348896333524
AT5G67070,1672.47750059999,1.24697369742296,0.195221297752552,6.38748800350425,1.68632832941949e-10,3.25317236951516e-08,7.48769292499173
AT1G06570,1576.58711737464,-1.66295919818556,0.260579876125071,-6.38176371450644,1.75059933051001e-10,3.34854046516453e-08,7.4751444484998
AT2G36690,128.00562479471,-1.69306559649909,0.265777147164584,-6.37024520189708,1.8872623091186e-10,3.57961324194252e-08,7.44616389401641
AT4G01450,598.248907399138,-1.56712356468049,0.246251715947178,-6.36390921644032,1.96682418083587e-10,3.6994323821372e-08,7.43186490626176
AT4G10510,89.5993629993093,-1.99251082227408,0.3132446953024,-6.36087650375227,2.00605688737373e-10,3.74204214916633e-08,7.42689132505427
AT2G26440,1068.69178558353,1.18062322628424,0.185740641916909,6.35629991422336,2.06671334238732e-10,3.82358908614953e-08,7.41752878669058
AT1G66430,660.039919782974,1.56706845630113,0.247195140817376,6.33939830337871,2.30664209727477e-10,4.23278201443811e-08,7.37337409683767
AT3G23430,2258.92185421812,-2.08557284940727,0.329150206776257,-6.33623435887723,2.35448570408459e-10,4.28573361507205e-08,7.36797482655122
AT1G08670,88.6501362891454,-1.96956499862202,0.31119628322893,-6.32901196050957,2.4673598678036e-10,4.41990314096785e-08,7.35458724780116
AT5G09530,230.281630557768,-2.604993281274,0.411573369594089,-6.32935333946207,2.4619076572236e-10,4.41990314096785e-08,7.35458724780116
AT3G56240,2714.29453572565,-1.03320680842245,0.163452831308123,-6.32113130224563,2.59655273436936e-10,4.61470801318511e-08,7.33585577292067
AT2G29330,167.984356028323,-2.43360563855113,0.386144888254971,-6.30231219568605,2.93237752187976e-10,5.17083539424594e-08,7.28643928711838
AT5G59520,1348.12089168722,-1.44136261932276,0.229002967899594,-6.29407833681318,3.09231640816366e-10,5.41059485648543e-08,7.266754984674
AT1G64370,575.680636865202,-2.95673680749547,0.470000852898451,-6.29091796166231,3.155940989805e-10,5.47944185237604e-08,7.26126367742411
AT3G55720,280.005633425286,1.27681047731698,0.203221908995077,6.28283871375262,3.32445915077642e-10,5.72796698413546e-08,7.24199949395598
AT1G07600,493.544128720946,-1.4904340293633,0.238162782109437,-6.25804760996804,3.89826825594267e-10,6.66574339430924e-08,7.17615140903441
AT4G39210,683.060403400863,2.01348387035393,0.322592346982456,6.24157358098588,4.33190570798013e-10,7.35153712291876e-08,7.13362184537747
AT4G28780,57.9932832842851,2.46999356011624,0.396632192098895,6.22741575020815,4.7419158288659e-10,7.98729717711434e-08,7.09760015681206
AT5G22890,416.865246177528,-1.21224420714927,0.194723774425944,-6.22545557532987,4.80158698670694e-10,8.02789776866387e-08,7.09539816667631
AT5G48940,131.31887564386,-1.76708739074255,0.284385795301584,-6.21369780044254,5.17520138895971e-10,8.58893165810364e-08,7.06606085291441
AT1G78570,5049.64567336597,1.02232340381671,0.164565213846839,6.21226916624182,5.22248670368124e-10,8.6041421451671e-08,7.06529242344127
AT4G20940,738.728404024735,1.03927389859164,0.167557415027641,6.20249422217569,5.55752258313225e-10,9.08977117564334e-08,7.04144704949599
AT4G22810,440.994733137726,-1.26053484622214,0.203530368114712,-6.19335020075085,5.88986649767836e-10,9.56404149058261e-08,7.01935854850231
AT5G08640,738.592390920181,2.85049306547323,0.460378492004676,6.19162952869718,5.95453755504799e-10,9.59999051107058e-08,7.0177291962304
AT3G48610,542.5980253551,1.33954511135335,0.21643584290783,6.18910940700242,6.05050793205062e-10,9.68553294569608e-08,7.01387647726733
AT1G53070,193.314952660701,1.94152276371232,0.313823169399019,6.1866775720556,6.14454621281496e-10,9.76679947672159e-08,7.01024772873943
AT5G18660,1065.32287938733,1.06744688224875,0.172730797799971,6.17982951416048,6.41708616922668e-10,1.01286749598332e-07,6.99444736562412
AT1G60090,287.740747716048,1.37541366817994,0.223038850755481,6.16669994272799,6.9729895202397e-10,1.08542997559538e-07,6.96439818897001
AT5G21100,558.12762066178,1.41082871436192,0.228751288753386,6.16752247408283,6.93682561179663e-10,1.08542997559538e-07,6.96439818897001
AT2G16850,283.593103176448,1.67123957213272,0.2712955240829,6.16021800500492,7.2644867683681e-10,1.1230598003345e-07,6.94959711794707
AT1G17650,654.633419561059,1.08770866657768,0.176648868036278,6.1574618545209,7.39200400954273e-10,1.13499947278496e-07,6.94500434020358
AT5G53420,743.553850576429,0.99336620107003,0.161490863731187,6.15122229281998,7.68880627831127e-10,1.17259490883624e-07,6.93085199576364
AT1G08803,403.190654816069,-1.85980365628068,0.302434987903633,-6.14943287207657,7.7760487929535e-10,1.17794092151512e-07,6.9288764906214
AT5G63850,331.418917280357,-1.84836852877882,0.301508387896068,-6.13040500026142,8.76556456594475e-10,1.31898371878626e-07,6.87976056524585
AT4G34600,413.874735000483,-1.96497320430676,0.320624423409573,-6.12858241867825,8.86654956888696e-10,1.32534364449899e-07,6.87767150017276
AT5G23940,272.608411642747,1.53916258996295,0.251400109488756,6.12236244881901,9.21979999989768e-10,1.36907964340586e-07,6.86357128693862
AT2G25530,71.7525461062999,2.0963307705403,0.342886512985456,6.11377435725859,9.73018614189291e-10,1.4354250418867e-07,6.84301948149903
AT1G73300,186.391151733328,-1.91730425129337,0.313752408870906,-6.11088296721971,9.90814079753361e-10,1.45218601260475e-07,6.83797775066506
AT3G52960,6013.19269933665,1.03627809559425,0.169820835548027,6.10218464801497,1.04628401275269e-09,1.52359202915102e-07,6.81713130806726
AT1G73220,541.157574576649,-2.02633224146573,0.333280049561093,-6.07996861538599,1.20206073544666e-09,1.73921236280556e-07,6.75964738616075
AT2G19110,1768.46021108332,-1.39029697475292,0.228786382384611,-6.07683447005036,1.22578179058696e-09,1.76223699333364e-07,6.75393568617605
AT3G53980,799.744329860956,-1.64137463273988,0.270421961421035,-6.0696794894714,1.2816577685035e-09,1.83090490461345e-07,6.73733421193759
AT1G72150,14492.6803043908,-1.05225514967673,0.173478254751687,-6.06563140252308,1.31436257467269e-09,1.86581620584511e-07,6.72913113910965
AT3G26210,423.051727945957,-1.10262488520131,0.182085590338386,-6.0555307158145,1.39955464811399e-09,1.9743342476613e-07,6.70457932095387
AT1G80180,1105.65852632398,-1.07362526256256,0.177339482503934,-6.05406786691587,1.4123306207541e-09,1.97998226341868e-07,6.70333870010912
AT2G46420,256.589084477825,1.95135715802749,0.322421883667156,6.05218583749088,1.42893486061135e-09,1.99089436659621e-07,6.70095178227364
AT3G23810,3691.69089814851,1.48780026422282,0.246289593030781,6.04085721168447,1.53297597356243e-09,2.12274850915814e-07,6.67310145545932
AT5G07680,237.853490997699,-1.23359992665192,0.20430277420876,-6.03809679741012,1.55942515660972e-09,2.14620641523402e-07,6.66832851131411
AT3G01350,151.908939784373,-1.52969148614529,0.254095288568841,-6.02014895577592,1.74256635534827e-09,2.38372516403429e-07,6.62274381882441
AT1G18270,2348.9202994285,-1.00933041060023,0.167732336534624,-6.01750641202021,1.77124301061872e-09,2.40648471567867e-07,6.6186168923151
AT1G53940,100.642433381459,-1.79591915267651,0.298491061395567,-6.01665974277373,1.78052787877515e-09,2.40648471567867e-07,6.6186168923151
AT1G23390,1135.16423680844,-1.40640312286485,0.233995950766363,-6.0103737618481,1.85096091471377e-09,2.48678802416693e-07,6.6043612327671
AT1G21680,2555.2724625713,-1.65063994116953,0.274833014623193,-6.00597400364226,1.90186665419049e-09,2.52511954421963e-07,6.59771805668751
AT4G12870,413.343006859029,2.11676281414204,0.352417238068536,6.00641111014661,1.89674886855854e-09,2.52511954421963e-07,6.59771805668751
AT1G05147,113.890551808369,-2.22620505145522,0.370865965713423,-6.00272135290909,1.9403746032611e-09,2.54629041687245e-07,6.59409206444819
AT1G30760,839.221359728712,-1.85542061779604,0.309071738772837,-6.00320373892142,1.93461606003739e-09,2.54629041687245e-07,6.59409206444819
AT1G48300,3467.26133167688,-1.0264446363475,0.171413353499014,-5.98812528542824,2.12273527137732e-09,2.76949467111315e-07,6.55759946615852
AT1G56580,4820.91102653712,1.06275963641725,0.177526751529074,5.98647599453875,2.14436220335357e-09,2.78163214321226e-07,6.55570030379623
AT3G46690,111.401775328486,-1.71655459101851,0.286903997749756,-5.9830277879771,2.19027383015381e-09,2.81609798278236e-07,6.5503522385067
AT5G47740,264.858147495435,-1.65487620721769,0.276614367279148,-5.98261118356032,2.19588518439456e-09,2.81609798278236e-07,6.5503522385067
AT4G15960,215.598095663593,-1.53081751772003,0.256036144176498,-5.97891177686523,2.24633165688601e-09,2.86451705240532e-07,6.54294858806143
AT1G67870,428.633780121365,-2.16456369963928,0.362234522865556,-5.9755864309009,2.29263947376927e-09,2.9071441327217e-07,6.53653343589591
AT4G08300,1151.32525820468,-1.87872864239076,0.314805769247887,-5.96789775130009,2.40329888577142e-09,3.03043905870093e-07,6.51849444510918
AT4G05390,1299.62183518797,1.00048535126378,0.168007501117683,5.95500405998528,2.60065374356469e-09,3.26107531366659e-07,6.48663917116273
AT3G56360,801.001162993111,-1.38387554809589,0.232666998169484,-5.94788070067342,2.71636448627826e-09,3.38735153700479e-07,6.47013973023489
AT4G39730,2441.20644290579,0.993940848911319,0.167192448723339,5.94489079202397,2.76641227859659e-09,3.43080722748371e-07,6.46460368369029
AT1G12845,212.080175568044,1.65424596257159,0.278575185421525,5.93823875614935,2.88100275518074e-09,3.55339416323412e-07,6.44935661535816
AT1G56570,4727.22781531281,1.01059250745997,0.170386080867782,5.93119169308309,3.00743845009914e-09,3.68917898136889e-07,6.43307027436515
AT3G48460,1857.74807062187,1.31946781769966,0.222699572664641,5.92487808535951,3.1252916316513e-09,3.81302472529738e-07,6.41873037856441
AT5G06740,168.228263375336,-1.58167616015503,0.267060067985852,-5.92254833185627,3.16990598246986e-09,3.82609347221001e-07,6.41724442428019
AT5G11450,903.016215026928,0.992510080699555,0.167562919735565,5.9232083223774,3.15720471920823e-09,3.82609347221001e-07,6.41724442428019
AT3G22540,174.70043989617,1.77697035473948,0.300531228773061,5.91276441384837,3.36413184261176e-09,4.0389265861484e-07,6.39373404074445
AT3G11930,4238.38446576531,-1.60820480958948,0.272806215398717,-5.89504460973893,3.74580171425776e-09,4.47335928531809e-07,6.34936621934025
AT2G02710,708.497821966203,-0.9703173508141,0.165203508334859,-5.87346697775522,4.26774074882095e-09,5.04330766710145e-07,6.29728453688773
AT4G23990,256.368242004749,1.38034874357164,0.234993089868308,5.87399716453448,4.2541065025735e-09,5.04330766710145e-07,6.29728453688773
AT5G43780,6493.25621188548,-1.41594425217281,0.241386401054287,-5.86588244403364,4.46750245701107e-09,5.251874893604e-07,6.27968562791092
AT1G26240,249.995339378963,-2.8710241170061,0.489908202752736,-5.86033077395757,4.61946082500632e-09,5.40237566223926e-07,6.2674152197848
AT1G69490,184.591490166632,-1.84247232576854,0.314481706813842,-5.85875835016119,4.66340697098811e-09,5.41087388370394e-07,6.26673258845695
AT2G14100,267.356827739351,-1.25184703156274,0.213716662252645,-5.85750787218861,4.69864552392882e-09,5.41087388370394e-07,6.26673258845695
AT5G20140,203.50103585252,1.35345511332368,0.231030821158423,5.85833139724498,4.67540952162737e-09,5.41087388370394e-07,6.26673258845695
AT3G48730,2346.8334465094,0.991838556788278,0.169454689090516,5.85311956908125,4.82437020233659e-09,5.52745481405783e-07,6.25747479901348
AT2G32230,913.07078520711,1.06253779724113,0.182014208920569,5.83766401283993,5.29377737310115e-09,6.03463884284171e-07,6.21934871616387
AT1G32700,1219.94875637902,-0.954420106754238,0.163683681016277,-5.83088125113295,5.51354123039049e-09,6.25357482970571e-07,6.20387164905879
